country,code,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Benin,BEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124576,102592,161216,128240,135568,120912,142896,150224,113584,142896,153888,201520,282128,293120,388384,381056,406704,443344,260144,296784,362736,366400,507458.9507,417645.6665,477340.0374,439650.9283,485599.5884,725740.2484,665432.9085,517189.5685,538050.6383,609654.493,680683.5487,792129.3069,864943.3876,1086683.446,1222254.772,1273558.661,1231100.414,1198151.912,1194364.248,1542320.584,1573997.308,1789772.503,2053179.699,2327578.895,2481066.09,2367081.286,3711342.372,4319630.778,4254813.413,4507933.709,4938944.436,4886788.061,4638673.066,4883198.862,5216691.793,5860717.431,6270964.791,6902692.375,7149236.137
Bermuda,BMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43968,58624,106256,91600,84272,109920,135568,139232,146560,135568,157552,175872,157552,150224,201520,179536,201520,212512,223504,197856,227168,230832,252816,425024,443344,458000,468992,454336,425024,461664,436016,388384,395712,450672,443344,450672,421360,571584,644864,780432,501968,538608,461664,538608,531280,531280,527616,523952,520288,512960,516624,527616,556928,560592,582576,582576,652192,729136,648528,476320,608224,443344,366400,509296,648528,556928,611888,617234.9764,621674.5055
Bhutan,BTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,3664,3664,3664,3664,3664,3664,7328,10992,21984,21984,25648,32976,29312,51296,62288,54960,102592,109920,62288,128240,176118.5668,205377.8381,173027.2901,201417.0892,236141.3368,285123.6372,376694.5273,367162.8325,370760.9217,381687.0108,369161.3529,401709.8388,361126.5022,290479.1277,378123.094,373005.7168,372026.6248,400643.7242,367800.9533,464157.5711,667463.579,772403.3058,853408.3439,956527.7206,973541.2461,1150569.773,1177627.145,1213965.814
Bolivia,BOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,10992,10992,7328,14656,43968,73280,69616,43968,54960,65952,84272,128240,106256,135568,146560,139232,168544,161216,168544,205184,289456,494640,461664,512960,538608,787760,930656,1106528,1003936,916000,948857.1364,1003787.42,1040397.705,1098991.989,1212546.989,1479989.217,1509330.273,1688836.557,1890386.273,2176118.34,2546153.595,2483716.546,3058935.434,3568141.682,3454468.534,3512943.955,4054979.193,4574828.607,4474857.133,5020144.013,4730077.086,4658973.374,4781037.836,4337867.145,4278137.311,4029341.132,4109757.978,3763680.229,4011801.488,4286777.581,4968446.248,5726770.924,5974016.84,6621986.563,7791825.61,8592421.099,9798968.835,9774555.806,10883062.76,10923869.42,10376044.38,11004693.64,8560603.655,10328079.93,11011167.44,11018326.24,12070515.02,14920812.54,12176849.87,13040690.22,13629337.64,14926787.77,16005062.29,18511416.48,18807162.5,19966015.22,19695769.55,21213555.88,21711971.48,22262021.15
Bonaire Sint Eustatius and Saba,BES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541339.2955,465477.9332,485789.6975,533491.5684,511025.526,496868.8417,445781.6768,416852.8003,513487.558,477480.3394,624894.508,698909.3463,608275.7917,589810.5514,654285.0155,593041.9684,429470.7145,917414.6901,479172.9864,408081.8112,428085.8215,440549.8587,419622.5864,469170.9812,241125.2632,602120.7116,704756.6724,135104.0084,120110.5599,118317.865,225227.6714,241198.9534,192470.2459,158572.0147,244784.3433,234680.0628,232235.4788,217242.0304,227346.3108,12548.86447,94034.99738,249510.539,254073.7624,244947.3155,245110.2878,257170.2355,254888.6238,265644.7933,299054.1078,287646.0492,294327.9121,202737.4987,258636.9859,311440,322432,322432,326096,329760,332641.6041,335034.1646
Bosnia and Herzegovina,BIH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4804666.967,5248251.692,5501117.172,5645118.412,6279981.848,7114946.584,7320516.709,7253981.826,7327064.643,7836567.589,8125124.312,10617934.16,11442985.62,10724282.38,12810295.7,12865476.76,13423511.96,13853630.31,13470709.6,15052268.98,16371401.32,16096604.48,17519026.97,16092037.13,17328945.33,18275232.06,18641997.55,19468402.3,19005914.2,19611276.77,19551156.51,19445911.7,13774156.38,15027560.62,12579437.48,3204413.014,3402811.789,4238446.747,8365275.643,10551294.25,10333947.42,13701313.92,13263801.84,14172601.19,14350196.7,15462454.07,16045983.93,17386846.03,17474331.92,19958648.8,20537094.07,21145721.9,23761289.19,22136266.11,21801049.19,19310982.33,18460681.76,21732870.01,21781036.55,21672299.98
Botswana,BWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21984,51296,87936,186864,593568,780432,831728,941648,985616,1007600,1099200,1029584,1044240,1157824,1066224,1238432,1300720,1428960,2700368,2634416,2777312,3195008,3030128,3044784,2755328,2799296,3341568,3158368,3777584,3847200,3975440,3825216,3894832,4092688,4132992,4228256,4503056,3855509.643,4536314.686,4028694.611,5076598.53,5662939.843,6850050.129,5424754.129,6333426.129,6912105.559,6666130.28
Brazil,BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2103136,2506176,2440224,2619760,2799296,3206000,3451488,3594384,3609040,4198944,4605648,5591264,6034608,4107344,3143712,2879904,2498848,2322976,3070432,3645680,2890896,3781248,4616640,5103952,5375088,5477680,6074912,5928352,6346048,5514320,4169632,4169632,4722896,4623968,5510656,5147920,6089568,6096896,5950336,6488944,6283760,5869728,6477952,5899040,6826032,7463568,8951152,7851952,7371968,19664688,21665232,24940848,25226640,29685728,34034896,36621680,35987808,39069232,39017080.3,46851820.73,49144502.68,53631449.43,55550938.29,56666676.8,56329615.57,64211635.32,66079408.3,77271377.26,84132709.41,93530488.4,102357941.2,114014328.1,132019609.9,142927313.7,150513658.4,154398074.8,162078338.5,175931496.4,187155078.4,185758353.7,170467910.3,170789345.3,165426937.1,167605588.9,179936779.8,197226217.1,205788741.6,207562967.6,212113643.7,206921120,217227701,218383306.1,228333216,239470529.6,255583575.9,281194784,296585487.6,308305486.3,316282440,324226040,332987400,327434832,317508254.8,333675144,342086472,341946368,356918752,380344683.4,360090776,411240192,429959368,460098000,495046768,523894100,495213643.5,454194676.7,463839619.7,457190401.6
British Virgin Islands,VGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,3664,7328,7328,10992,3664,14656,18320,18320,21984,21984,25648,25648,25648,25648,29312,29312,29312,29312,43968,36640,40304,40304,47632,54960,62288,65952,65952,65952,73280,84272,87936,98928,109920,117248,117248,120912,120912,124576,128240,135568,146560,161216,179536,183200,186864,190528,190528,197856,201520,201520,201520,212512,212512,212512,214369.0337,215910.9061
Brunei,BRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,43968,25648,76944,205184,216176,2627088,2960512,1967568,1245760,1872304,2495184,919664,945312,5353104,80608,11468320,414032,300448,322432,344416,359072,300448,296784,293120,318768,326096,333424,304112,370064,355408,340752,333424,490976,439680,428688,487312,8203696,7511200,9453120,9973408,8178048,7075184,6019952,6390016,9533728,7434256,6877328,1469264,2092144,2704032,1916272,2594112,2297328,3315920,5712176,6342384,6188496,5305472,5210208,4964720,4689920,4785184,4741309.737,4931744,5158912,3803232,4590992,4389472,4253904,4470173.574,4873120,4869456,4737552,8309952,8991456,7745747.245,8060800,9544720,9493486.526,7628448,8925504,6954272,7544121.628,7595019.218,7929506.135
Bulgaria,BGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,3664,7328,10992,7328,7328,10992,18320,25648,32976,40304,47632,62288,80608,84272,106256,109920,146560,146560,216176,271136,238160,234496,300448,359072,315104,454336,597232,604560,633872,897680,897680,787760,1183472,762112,923328,1139504,1421632,835392,1099200,1366672,1509568,1604832,1842992,1810016,1780704,1817344,2139776,2484192,2403584,2275344,2638080,2348624,2440224,2473200,2513504,2788304,3173024,3484464,4100016,4422448,5349440,5811104,4389472,5210208,4975712,5910032,6221472,7452576,7500208,8167056,9431136,10588960,11395040,12094864,12970560,14392192,15630624,19622253.4,22270700.31,25945039.61,30704011.01,34374061.23,42818065.72,46269136.84,48716006.23,55107664.65,59463508.67,66307711.22,61173972.65,64219683.86,66075143.91,68711217.92,71128234.96,72911664.24,72952179.42,75780104.26,81187203.75,78904414.95,77224690,80057897.15,89811672.1,90025853.86,87006255.92,89182985.39,91128237.66,91228066.07,86865200.12,86437310.95,76541762.5,61125858.04,56917821.02,57561518.97,55958145.01,57572631.71,57971991.84,55590194.89,53175755.41,46278884.79,45211212.12,48923112.99,46167134.76,50415517.98,49507230.57,50591116.24,51825603.85,55637291.64,53973925.67,45706364.78,47794309.85,53118311.31,48268956.85,42565617.22,45090197.89,48094750.5,45257930.63,47401633.62,44511179.96
Burkina Faso,BFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,7328,43968,91600,84272,87936,109920,102592,102592,102592,102592,120912,142896,150224,161216,168544,205184,219840,208848,249152,348080,406704,432352,556928,575248,593568,465328,476320,479984,516624,553264,820736,582576,626544,630208,626544,644864,623870.1094,704459.7889,802691.8355,857628.9348,914172.9639,1030896.774,991685.8683,1001076.2,1074309.046,1099909.893,1121846.74,1356233.82,1590571.124,1734531.292,1830188.601,2036836.536,2130246.457,2619957.841,2864171.804,2912026.545,3297574.32,3381435.643,3757118.62,3898918.653
Burundi,BDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38943.08571,36430.62857,47736.68571,43968,47632,47632,36640,47632,47632,54960,73280,62288,73280,73280,73280,91600,76944,87936,98928,102592,109920,146560,157552,157552,205184,219840,230832,234496,249152,227168,267472,208848,238160,216176,227168,234496,238160,241824,249152,249152,252816,271136,205184,212512,161216,197856,153888,186864,186864,190528,190528,307776,420764.4035,379936.3439,399138.9019,376492.2854,391733.687,483230.9024,508291.8234,521639.8134
Cambodia,KHM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102592,131904,161216,197856,212512,234496,285792,307776,388384,340722.6002,402831.9887,468754.2728,417458.2728,490738.2728,1344449.623,1172331.42,248914.2728,117039.9887,127913.125,73071.98866,73071.98866,72773.98554,72475.98241,51138.56847,29312,285792,300448,337088,366400,410368,417696,432352,436016,450672,450672,1260416,1304384,1348352,1384992,1467051.333,1540285.196,1597246.183,1525052.743,1935354.833,1894288,1974896,2249696,2205728,2377936,2443888,2773648,2997152,3452469.312,3804986.412,4566259.952,5030511.856,5105272.273,5333521.581,5475786.542,6516419.007,8446250.143,9724038.145,10018219.3,10396203.51
Cameroon,CMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139232,183200,282128,201520,230832,234496,238160,256480,278464,278434.2841,271136,282128,289456,300448,337088,311440,344416,458000,505632,571584,637417.1364,809179.3978,860356.5342,896910.5272,973762.2387,1160537.091,1088970.308,1559048.328,1993205.418,1815341.739,3885944.913,5319123.916,6315887.691,6554479.684,6052928,6470624,1993216,1842992,2153960.896,7577693.125,626630.3814,56431.19981,2725978.491,2879550.815,2840469.75,3203496.552,3592436.836,3156406.836,3137096.483,2998091.992,3345847.831,3324991.499,3324049.346,3698490.748,3850062.254,3591269.144,3752445.885,5701937.826,5426203.755,6594975.09,6662026.911,6161852.59,5872428.828,4863621.097,6648812.408,7743829.841,7995689.167,8004248.546,8137208.105
Canada,CAN,58624,69616,84272,102592,124576,150224,179536,216176,263808,315104,381056,458000,560592,703488,842720,1018592,1242096,1593840,945312,685168,1223776,1780704,1846656,1608496,1623152,1875968,1857648,2022528,1934592,2183744,5232192,5591264,6617184,7430592,8599408,8244000,8797264,10149280,13311312,11292448,12413632,13941520,13890224,14853856,14179680,13531152,14648672,14798896,15707568,19170048,20628320,23845312,25648000,27959984,33096912,35386912,37387456,46990800,47408496,45385968,51622096,60269136,67271040,79281632,68381232,61115520,76456688,85242960,89518848,76090288,84378256,80483424,69209296,92981328,77383680,75247568,84755648,91999376,93783744,99037920,94355328,75855792,70209568,69484096,79915504,78797984,86166288,93486960,85547072,95007520,108626608,120157216,131083264,138066848,140411808,130526336,138429584,143555520,158515632,145032112,154144480,162688928,159420640,160622432,162982048,169489312,189820848,182833600,182177744,184481354.2,192716174.8,194000693.6,206990771.2,210910775.7,237577733.3,251916994.9,259074370.8,281637036.1,303261339.7,307119205.2,341177214.4,352285082.2,380786577.7,381264652.6,389605206.6,396772730.3,398945968.6,407771404.8,415505367.9,441646888,442817249.6,429598228.6,414426396.6,408309645.5,425199319.9,421675565.3,404660085.8,430921681,455607982.1,462817669.1,462502179.5,452534619.1,466707557.3,466577680.6,481647065,494241052.5,509693638.2,524433394.1,533101024.7,548939006,571507345.7,564230929,570551849,587492139.6,586468797,576858582.6,570811279.8,594732073.6,575453992.7,543067901.3,556420246.2,566674475.7,570157633.9,577346377.8,577359551.8,576756850,564068415.6,571138877.4,568412217.7
Cape Verde,CPV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102592,76944,36640,18320,21984,21984,29312,18320,14656,18290.28409,21954.28409,21954.28409,18290.28409,14626.28409,29252.56819,25588.56819,21984,18320,29282.28409,36580.56819,36580.56819,36610.28409,51266.28409,62228.56819,65952,76944,73280,80608,208542.2258,249152,120912,32976,36640,36640,84272,84272,58624,80608,73280,80608,95264,98928,106256,109920,113584,120912,142896,146560,157552,183200,216176,234496,274800,307776,329760,439680,472656,505632,468992,523952,556928,615552,505632,498304,490976,494640,542272,604675.0085,628228.774
Cayman Islands,CYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,3664,7328,7328,10992,10992,10992,10992,10992,10992,18320,14656,21984,43968,36640,43968,54960,58624,54960,54960,65952,69616,91600,91600,161216,153888,161216,168544,183200,190528,201520,216176,223504,256480,249152,271136,311440,329760,362736,362736,384720,406704,428688,428688,465328,468992,487312,494640,461664,472656,483648,571584,582576,556928,556928,586240,534944,534944,542272,0,0,0,0
Central African Republic,CAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98928,87936,87936,73280,73280,73280,87936,84272,91600,183200,186864,208848,183200,168544,161216,113584,102592,128240,128240,146560,102592,106256,135568,142896,146560,150224,161216,161216,260144,230832,249152,197856,205184,216176,223504,234496,234496,234496,245488,249152,263808,267472,245488,245488,234496,234496,234496,249152,252816,252816,252816,263808,278464,293120,285792,289456,293120,296784,296242.6078,303695.1231
Chad,TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62288,54960,51296,84272,91600,98928,106256,84272,117248,124576,161216,124576,150224,120912,161216,150224,183200,183200,197856,194192,201520,208848,208848,205184,205184,216176,179536,186864,197856,65952,102592,377392,384720,406704,403040,406704,421360,436016,450672,461664,476320,487312,501968,509296,743792,747456,765776,791424,853712,926992,941648,996608,820736,903462.0331,944382.1175,978268.7403,978268.7403,992924.7403,991253.7765,1014255.367
Chile,CHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523952,534944,637536,740128,633872,850048,1568192,1960240,2161760,1967568,2077488,2440224,2180080,2458544,2352288,2810288,3107072,3462480,3356224,2843264,3066768,3707968,4026736,3968112,3883840,2780976,3334240,2755328,3044784,4026736,3799568,3902160,3876512,3656672,4015744,3850864,2927536,2894560,4092688,4829152,5111280,5027008,5279824,5528976,5008688,5261504,5569280,5807440,6111552,6140864,5642560,5433712,5708512,6210480,5877056,8452848,9984400,10607280,10405760,11083600,11600224,11834720,11728464,12453936,12703364.39,13476468.39,14458242.09,16707372.58,17336987.17,17505144.86,17747295.74,18772473.92,19238336.68,21202238.87,22531469.4,24635801.75,27054958.02,28137349.19,27586035.52,25874598.53,22943656.62,24025444.82,23012230.22,22836414.04,24722416.73,25090540.1,24334953.06,20467174.69,20664350.26,21993036.94,21279507.4,22008807.45,22394031.57,26579828.43,31995148.13,32882191.84,31136635.24,32202344,34259448,37740076,41089952.76,47628411.14,55450244,56807260,60907276,58113720,52576431.59,54490308,54884180,59047476,60947096,63971624,70706948,70818660,65919929.98,71329730.18,78083804,79703753.47,81691540.8,77415408.49,81625877.39,84142736,83441748.45,85876605.07
China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95264,0,0,95264,1963904,2088480,2297328,17110880,16839744,22731456,20837168,18748688,27846400,9786544,10757504,15106672,16088624,17964592,19851552,21042352,24255680,26769184,25288928,26633616,32151600,35093792,33221488,29590464,33525600,34115504,35819264,37922400,40260032,38600240,42216608,49273472,57627392,65039664,60576912,55304416,67157456,86100336,107615344,113869792,97304848,97865440,50350688,31275904,33587888,23852640,59309168,78647760,101723632,128221680,134102400,161256304,190890736,216348208,256348096,525380960,720152146.7,778979465.8,550958537.3,439342105.3,435517638.6,435703766.9,474680624.8,521458880.7,432223556.9,467805643,575944671.2,770167190.3,874016310.8,928893995.4,965646559.1,985085216,1142101906,1190964598,1304402788,1455257506,1487113010,1458886738,1442782385,1570468325,1655810483,1802317096,1951773228,2052242128,2191053006,2347763494,2386885125,2420302108,2538923968,2657112406,2835795473,3010242208,3265056964,3408346591,3414549286,3265902621,3258134887,3349294776,3426144062,3782439297,4452310296,5125894416,5771168440,6377748016,6861750652,7375189907,7758811768,8500542695,9388199234,9633899303,9796527160,9820360492,9716467840,9704479432,9838754028,10064685698
Christmas Island,CXR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69616,84272,84272,69616,124576,135568,124576,91600,91600,98928,98928,102592,73280,80608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29312,142896,186864,197856,443344,846384,824400,1348352,1289728,652192,329760,80608,534944,736464,2403584,2784640,2784640,3004480,4638624,4165968,3733616,4165968,3733616,4741216,4481072,4961056,5063648,4484736,5136928,7500208,8167056,8636048,10764832,9625328,11948304,12604160,13655728,13981824,16086791.81,16390486.53,18196303.65,19419485.33,21232780.3,21682947.19,22858734.59,23474196.11,24686831.54,26572752.8,28016278.33,28370051.96,30281415.71,31425177.78,33630753.1,36394425.71,35809041.04,37979731.4,39240968.8,41534235.79,44266878.75,44174227.91,44260310.61,45679285.51,49209632.05,48701520.45,48079469.36,48754260.95,50123959.48,52017380.79,52792774.09,56897704.81,56654080,61494680,63337757.75,66790576,58775392,59770880,64496528,65157688,54761240,56258772.4,55938888,55430367.22,57093904,54569196.39,60059624,62004536,61406280,67261944,72556720,76278424,76079711.94,79727232.98,91842754.32,85716456,93084029.1,96832404.16,93146415.3,97269430.71
Comoros,COM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10992,10992,10992,10992,10992,10992,14656,18320,18320,18320,18320,29312,29312,29312,29312,29312,32976,40304,40304,29312,21984,47632,47632,47632,47632,47632,47632,43968,47632,51296,51296,62288,65952,65952,69616,69616,73280,76944,80608,87936,91600,102592,102592,102592,131904,142896,139232,161216,102592,106256,131904,161216,135568,142896,175872,153888,168544,201520,212277.0621,218414.7196
